H1,34,StairwayLights,1350940632.52,1350940702.62
H1,37,UpstairsHallwayLights,1350946450.81,1350946519.92
H1,37,UpstairsHallwayLights,1350946569.85,1350946640.62
H1,37,UpstairsHallwayLights,1350946690.39,1350946762.82
H1,17,GRLCDTV,1351104746.1,1351104815.87
H1,17,GRLCDTV,1351105109.22,1351105175.66
H1,17,GRLCDTV,1351105289.19,1351105356.13
H1,20,GarageDoorOpener,1351100333.31,1351100356.97
H1,21,GarageLights,1351100575.11,1351100644.21
H1,21,GarageLights,1351100694.32,1351100764.75
H1,21,GarageLights,1351100815.19,1351100887.12
H1,21,GarageLights,1351100935.72,1351101008.66
H1,36,TrashCompactor,1351104123.99,1351104156.8
H1,36,TrashCompactor,1351104295.81,1351104328.78
H1,36,TrashCompactor,1351104361.07,1351104393.71
H1,35,Toaster,1356635960.75,1356636031.18
H2,6,Computer,1360956474.04,1360956577.28
H2,6,Computer,1360956805.52,1360956934.06
H2,6,Computer,1360956955.36,1360957052.27
H2,8,DiningRoomLights,1360953534.85,1360953574.48
H2,8,DiningRoomLights,1360953595.28,1360953635.92
H2,8,DiningRoomLights,1360953655.05,1360953694.52
H2,8,DiningRoomLights,1360953714.32,1360953754.79
H2,13,GarbageDisposal,1360952155.32,1360952179.8
H2,13,GarbageDisposal,1360952274.52,1360952299.18
H2,14,HairDryer,1360951704.97,1360951753.42
H2,18,LaptopCharger,1360953778.09,1360953921.61
H2,18,LaptopCharger,1360953957.23,1360954114.24
H2,18,LaptopCharger,1360954137.04,1360954291.72
H2,18,LaptopCharger,1360954315.85,1360954473.36
H2,25,Microwave,1360952363.1,1360952379.92
H2,25,Microwave,1360952544.74,1360952583.71
H2,28,PhoneCharger,1360952995.42,1360953034.72
H2,28,PhoneCharger,1360953116.13,1360953153.6
H2,28,PhoneCharger,1360953175.56,1360953213.37
H2,30,Refrigerator,1360952695.58,1360952724.89
H2,30,Refrigerator,1360952874.22,1360952906.69
H2,32,StraighteningIron,1360952109.79,1360952133.94
H2,33,TVDVR,1360956027.85,1360956046.18
H2,33,TVDVR,1360956233.13,1360956296.08
H2,33,TVDVR,1360956323.87,1360956395.47
H2,36,Vacuum,1360953354.46,1360953393.43
H2,36,Vacuum,1360953414.56,1360953454.36
H2,2,Bathroom2Lights,1339611722.32,1339611792.76
H2,4,Bedroom2Lights,1339611241.91,1339611313.35
H2,4,Bedroom2Lights,1339611423.4,1339611493.34
H2,12,FrontRoomLights,1339608511.6,1339608585.87
H2,15,HallwayLights,1339607880.11,1339607950.05
H2,15,HallwayLights,1339608060.55,1339608130.65
H2,16,KitchenLights,1339606919.89,1339606990.16
H2,19,LaundryRoomLights,1339608977.14,1339609072.06
H2,20,LivingRoomLights,1339609425.87,1339609511.96
H2,22,MasterBathLights,1339625224.16,1339625294.11
H2,23,MasterBedroomLights,1339624864.19,1339624934.29
H2,26,OfficeLights,1339610025.44,1339610158.99
H2,31,StairwayLights,1339607669.98,1339607740.09
H2,31,StairwayLights,1339607775.05,1339607844.15
H2,31,StairwayLights,1339607880.11,1339607950.05
H2,37,Washer,1339627492.88,1339627513.03
H2,10,Dryer,1339726176.57,1339726205.06
H2,11,FrontHallLights,1339679580.59,1339679650.87
H2,37,Washer,1339687132.14,1339687152.3
H2,37,Washer,1339698754.14,1339698779.8
H2,9,Dishwasher,1339775899.02,1339776065.37
H2,9,Dishwasher,1339785359.35,1339785384.01
H3,1,BackPorchLights,1343684282.53,1343684302.69
H3,1,BackPorchLights,1343684443.37,1343684513.98
H3,1,BackPorchLights,1343684698.95,1343684756.57
H3,2,Bedroom1LCDTV,1343685017.8,1343685036.96
H3,3,Bedroom1Lights,1343685619.54,1343685714.29
H3,3,Bedroom1Lights,1343685763.9,1343685818.69
H3,3,Bedroom1Lights,1343685869.13,1343685923.92
H3,4,Bedroom2Lights,1343686347.83,1343686404.28
H3,6,BonusRoomLEDTV,1343687812.55,1343687982.22
H3,6,BonusRoomLEDTV,1343688243.45,1343688328.55
H3,7,BonusRoomLights,1343688628.24,1343688683.37
H3,7,BonusRoomLights,1343688810.23,1343688893.49
H3,7,BonusRoomLights,1343688899.14,1343689028.19
H3,9,Computer,1343689902.82,1343690193.88
H3,10,DiningRoomLights,1343691760.48,1343691819.27
H3,13,FoyerLights,1343768520.17,1343768575.13
H3,13,FoyerLights,1343768727.13,1343768815.06
H3,13,FoyerLights,1343768880.15,1343768936.6
H3,15,GarageDoorOpener,1343769156.97,1343769180.12
H3,15,GarageDoorOpener,1343769482.64,1343769506.3
H3,15,GarageDoorOpener,1343769571.39,1343769598.21
H3,16,GarageLights,1343769869.84,1343769924.8
H3,17,GarbageDisposal,1343770230.91,1343770301.35
H3,17,GarbageDisposal,1343770381.09,1343770451.36
H3,18,GuestBathFan,1343770889.67,1343770945.29
H3,18,GuestBathFan,1343771010.38,1343771065.34
H3,18,GuestBathFan,1343771112.95,1343771185.39
H3,19,GuestBathLights,1343771730.17,1343771785.29
H3,19,GuestBathLights,1343771849.22,1343771906.34
H3,20,HairDryer,1343772120.45,1343772190.23
H3,20,HairDryer,1343772270.14,1343772340.08
H3,21,KitchenLights,1343772751.42,1343772806.54
H3,21,KitchenLights,1343772871.13,1343772926.42
H3,21,KitchenLights,1343773141.53,1343773196.49
H3,22,LaundryRoomLights,1343773342.58,1343773431.67
H3,22,LaundryRoomLights,1343773439.15,1343773460.81
H3,22,LaundryRoomLights,1343773739.86,1343773795.81
H3,23,LivingRoomAudio-DVR-TV,1343774407.45,1343774473.56
H3,23,LivingRoomAudio-DVR-TV,1343774515.68,1343774614.09
H3,24,LivingRoomLights,1343775751.63,1343775806.75
H3,24,LivingRoomLights,1343775871.67,1343775926.8
H3,24,LivingRoomLights,1343775991.89,1343776046.84
H3,11,Dishwasher,1343851765.95,1343851786.94
H3,12,Dryer,1343841810.98,1343842348.95
H3,12,Dryer,1343847271.25,1343847730.81
H3,14,FrontPorchLights,1343852430.0,1343852514.92
H3,14,FrontPorchLights,1343852578.85,1343852634.97
H3,14,FrontPorchLights,1343852698.73,1343852756.19
H3,14,FrontPorchLights,1343852820.11,1343852876.23
H3,25,MasterBathFan,1343853060.01,1343853116.96
H3,25,MasterBathFan,1343853420.65,1343853506.91
H3,26,MasterBathLights,1343853690.39,1343853746.17
H3,26,MasterBathLights,1343853810.93,1343853866.06
H3,26,MasterBathLights,1343853894.19,1343853986.1
H3,28,MasterClosetLights,1343855099.37,1343855155.32
H3,29,MasterLCDTVDVR,1343854229.89,1343854307.99
H3,29,MasterLCDTVDVR,1343854382.24,1343854482.82
H3,29,MasterLCDTVDVR,1343854564.73,1343854632.0
H3,29,MasterLCDTVDVR,1343854709.42,1343854785.18
H3,30,MasterLights,1343856420.4,1343856476.85
H3,30,MasterLights,1343856539.28,1343856607.22
H3,31,Microwave,1343857689.98,1343857707.8
H3,31,Microwave,1343857890.78,1343857907.94
H3,31,Microwave,1343858040.63,1343858103.91
H3,31,Microwave,1343858121.22,1343858200.65
H3,32,OfficeLights,1343857319.84,1343857375.63
H3,32,OfficeLights,1343857439.06,1343857496.01
H3,33,Oven,1343858325.52,1343858369.15
H3,33,Oven,1343859126.39,1343859166.36
H3,34,PowderRoomLights,1343860801.57,1343860885.5
H3,34,PowderRoomLights,1343860941.27,1343861005.71
H3,34,PowderRoomLights,1343861070.47,1343861133.26
H3,35,Toaster,1343858760.59,1343858890.47
H3,36,UpstairsHallwayLights,1343860200.17,1343860256.45
H3,36,UpstairsHallwayLights,1343860293.91,1343860376.67
H3,36,UpstairsHallwayLights,1343860559.48,1343860616.93
H4,12,Dishwasher,1343336788.26,1343336836.55
H4,17,Hairdryer,1343342153.2,1343342223.97
H4,19,Kettle,1343331954.78,1343332204.7
H4,19,Kettle,1343334835.71,1343335126.58
H4,19,Kettle,1343341224.89,1343341472.97
H4,20,KitchenCounterLights,1343332853.96,1343332911.24
H4,20,KitchenCounterLights,1343334535.0,1343334589.95
H4,20,KitchenCounterLights,1343336057.41,1343336073.73
H4,21,KitchenLightswithDimmer,1343333035.1,1343333090.38
H4,21,KitchenLightswithDimmer,1343334355.02,1343334367.52
H4,21,KitchenLightswithDimmer,1343335912.69,1343335976.97
H4,25,Microwave,1343331337.44,1343331357.6
H4,25,Microwave,1343333713.74,1343333729.23
H4,25,Microwave,1343335318.86,1343335333.86
H4,26,Mixer,1343332375.3,1343332400.12
H4,26,Mixer,1343332434.24,1343332460.06
H4,27,Oven,1343333215.11,1343333524.95
H4,27,Oven,1343336155.14,1343336464.82
H4,27,Oven,1343340835.14,1343341144.82
H4,31,SandwichMaker,1343332554.94,1343332625.21
H4,31,SandwichMaker,1343335775.17,1343335864.59
H4,32,Stove,1343331236.05,1343331305.16
H4,32,Stove,1343333635.66,1343333704.93
H4,32,Stove,1343335253.76,1343335324.7
H4,33,ToasterOven,1343331509.39,1343331525.89
H4,33,ToasterOven,1343335493.31,1343335582.72
H4,2,AppleMacbookPro15,1343433643.27,1343433717.03
H4,2,AppleMacbookPro15,1343433682.23,1343433758.66
H4,3,BedroomLamp1,1343421834.67,1343421889.78
H4,3,BedroomLamp1,1343422074.58,1343422129.69
H4,3,BedroomLamp1,1343422374.76,1343422429.87
H4,4,BedroomLamps2,1343421714.79,1343421769.75
H4,4,BedroomLamps2,1343421954.87,1343422010.82
H4,4,BedroomLamps2,1343422254.55,1343422309.84
H4,5,BoseiPhoneDock,1343427054.93,1343427130.19
H4,5,BoseiPhoneDock,1343427484.14,1343427544.58
H4,7,ClosetLight,1343431464.56,1343431520.01
H4,7,ClosetLight,1343431584.26,1343431639.88
H4,7,ClosetLight,1343431764.74,1343431819.85
H4,8,ComputerDeskLamp,1343428314.79,1343428370.07
H4,8,ComputerDeskLamp,1343428434.83,1343428491.11
H4,9,DeckLight,1343430283.85,1343430381.76
H4,9,DeckLight,1343430445.35,1343430499.97
H4,9,DeckLight,1343430564.72,1343430619.84
H4,10,DenBaseboardHeater,1343423011.24,1343423127.96
H4,10,DenBaseboardHeater,1343423345.39,1343423493.57
H4,10,DenBaseboardHeater,1343423685.86,1343423791.25
H4,11,DenOverheadLight,1343428658.76,1343428715.87
H4,11,DenOverheadLight,1343428763.81,1343428821.59
H4,11,DenOverheadLight,1343428913.82,1343428971.43
H4,13,ElectricFurnace,1343424491.5,1343424506.82
H4,13,ElectricFurnace,1343424744.39,1343424876.43
H4,13,ElectricFurnace,1343425673.27,1343425804.64
H4,14,Entrylight,1343429845.66,1343429898.78
H4,15,Forced-airHeater,1343423539.51,1343423660.89
H4,15,Forced-airHeater,1343423833.37,1343423958.41
H4,15,Forced-airHeater,1343424347.32,1343424481.02
H4,16,HPElitebookLaptop,1343432278.89,1343432358.82
H4,18,HallwayoverheadLight,1343429965.49,1343430019.11
H4,18,HallwayoverheadLight,1343430203.57,1343430259.69
H4,22,LivingRoomoverheadhalogen,1343429364.67,1343429419.95
H4,22,LivingRoomoverheadhalogen,1343429485.04,1343429539.49
H4,23,LivingroomLamp1,1343425885.88,1343425936.67
H4,23,LivingroomLamp1,1343426183.56,1343426242.51
H4,24,LivingroomLamp2,1343426004.09,1343426060.87
H4,24,LivingroomLamp2,1343426305.77,1343426359.39
H4,29,PS3,1343425312.95,1343425420.35
H4,29,PS3,1343425433.16,1343425539.56
H4,29,PS3,1343425553.2,1343425657.93
H4,30,RoomBaseboardHeater,1343422576.71,1343422717.9
H4,30,RoomBaseboardHeater,1343422754.35,1343422940.66
H4,30,RoomBaseboardHeater,1343423161.92,1343423291.29
H4,34,ToiletExhaust,1343431044.5,1343431099.62
H4,34,ToiletExhaust,1343431158.55,1343431219.33
H4,34,ToiletExhaust,1343431284.41,1343431341.03
H4,35,ToiletHalogen,1343430647.59,1343430738.51
H4,35,ToiletHalogen,1343430804.43,1343430859.38
H4,35,ToiletHalogen,1343430924.47,1343430979.58
